183,4,Animal Behaviour,84,47,47,Unavailable,2020-08-10
184,4,Civil Engineering,100,41,39,Available,2020-08-17
185,4,Architectural Technology,87,36,19,Available,2020-08-18
186,4,Optometry,103,37,12,Available,2020-08-22
187,4,Computer Science,59,59,21,Available,2020-08-18
188,4,Computer Gaming Technology,61,76,10,Available,2020-08-01
189,4,Osteopathy,91,40,22,Available,2020-08-22
190,4,Biomedical Science,103,10,10,Unavailable,2020-08-02
191,4,Biomedical Science,59,92,92,Unavailable,2020-08-19
192,4,Biomedical Science,110,94,33,Available,2020-08-28
193,4,Biomedical Science,101,81,49,Available,2020-08-28
194,4,Applied Computer Science,72,73,46,Available,2020-08-21
195,4,Applied Computer Science,103,69,52,Available,2020-08-24
196,4,Applied Computer Science,83,63,53,Available,2020-08-07
197,4,Applied Computer Science,70,51,10,Available,2020-08-04
198,4,Applied Computer Science,69,87,36,Available,2020-08-14
199,4,Biomedical Science,65,76,49,Available,2020-08-10
200,4,Biomedical Science,88,54,40,Available,2020-08-27
201,4,Digital Media,95,79,32,Available,2020-08-28
202,4,Digital Media,90,41,29,Available,2020-08-20
203,4,Biomedical Science,92,33,12,Available,2020-08-02
204,4,Biomedical Science,84,23,22,Available,2020-08-19
205,4,Health and Social Care,49,19,16,Available,2020-08-13
206,4,Health and Social Care,57,95,29,Available,2020-08-13
207,4,Health and Social Care,112,90,31,Available,2020-08-03
208,4,Health and Social Care,74,47,41,Available,2020-08-21
209,4,Health and Social Care,55,46,29,Available,2020-08-07
210,4,Health and Social Care,99,90,12,Available,2020-08-07
211,4,Health and Social Care,109,51,29,Available,2020-08-30
212,4,Health and Social Care,64,64,23,Available,2020-08-12
213,4,Health and Social Care,60,39,37,Available,2020-08-02
214,4,Health and Social Care,108,50,25,Available,2020-08-30
215,4,Business and Events Management,90,37,22,Available,2020-08-20
216,4,Business and Events Management,67,52,47,Available,2020-08-25
217,4,Business and Events Management,50,32,13,Available,2020-08-30
218,4,Business and Events Management,83,75,45,Available,2020-08-09
219,4,Business and Events Management,90,39,13,Available,2020-08-28
220,4,Business and Healthcare Management,89,20,16,Available,2020-08-16
221,4,Business and Healthcare Management,86,11,11,Unavailable,2020-08-17
222,4,Business and Healthcare Management,92,90,31,Available,2020-08-09
223,4,Business and Healthcare Management,107,41,28,Available,2020-08-28
224,4,Business and Healthcare Management,61,88,48,Available,2020-08-18
225,4,Business and Hospitality Management,72,51,21,Available,2020-08-22
226,4,Business and Hospitality Management,92,18,16,Available,2020-08-01
227,4,Business and Hospitality Management,104,13,11,Available,2020-08-08
228,4,Business and Hospitality Management,50,63,56,Available,2020-08-02
229,4,Business and Hospitality Management,53,66,12,Available,2020-08-04
230,4,Business and Human Resource Management,105,76,45,Available,2020-08-20
231,4,Business and Human Resource Management,59,84,57,Available,2020-08-28
232,4,Business and Human Resource Management,90,56,11,Available,2020-08-23
233,4,Business and Human Resource Management,92,59,26,Available,2020-08-27
234,4,Business and Human Resource Management,73,17,17,Unavailable,2020-08-14
235,4,Business and Human Resource Management,110,43,40,Available,2020-08-25
236,4,Business and Human Resource Management,56,59,48,Available,2020-08-09
237,4,Business and Human Resource Management,48,59,36,Available,2020-08-26
238,4,Business and Human Resource Management,61,74,29,Available,2020-08-17
239,4,Business and Human Resource Management,78,56,48,Available,2020-08-06
240,4,Business and Law,92,29,25,Available,2020-08-06
241,4,Business and Law,93,83,50,Available,2020-08-17
242,4,Business and Law,108,92,68,Available,2020-08-29
243,4,Business and Law,65,34,34,Unavailable,2020-08-21
244,4,Business and Law,62,89,46,Available,2020-08-25
245,4,Business and Law,48,55,29,Available,2020-08-07
246,4,Business and Law,103,98,52,Available,2020-08-16
247,4,Business and Law,101,38,23,Available,2020-08-27
248,4,Business and Law,57,71,50,Available,2020-08-14
249,4,Business and Law,86,39,23,Available,2020-08-04
250,4,Business and Law,50,12,10,Available,2020-08-06
251,4,Business and Law,107,14,12,Available,2020-08-21
252,4,Business and Law,108,54,28,Available,2020-08-14
253,4,Business and Law,112,86,17,Available,2020-08-06
254,4,Business and Marketing,57,100,13,Available,2020-08-26
255,4,Business and Marketing,89,24,22,Available,2020-08-20
256,4,Business and Marketing,59,76,52,Available,2020-08-04
257,4,Business and Marketing,66,10,10,Unavailable,2020-08-28
258,4,Business and Marketing,88,76,34,Available,2020-08-24
259,4,Business and Marketing,108,35,14,Available,2020-08-26
260,4,Business and Marketing,108,41,33,Available,2020-08-10
261,4,Business and Marketing,79,52,42,Available,2020-08-05
262,4,Business and Marketing,112,99,59,Available,2020-08-18
263,4,Business and Marketing,83,47,21,Available,2020-08-28
264,4,Business and Marketing,79,15,13,Available,2020-08-18
265,4,Business and Marketing,107,46,13,Available,2020-08-29
266,4,Business and Marketing,87,54,36,Available,2020-08-18
267,4,Business and Marketing,104,42,30,Available,2020-08-22
268,4,Business and Tourism Management,49,45,33,Available,2020-08-16
269,4,Business and Tourism Management,73,25,21,Available,2020-08-27
270,4,Business and Tourism Management,72,20,11,Available,2020-08-16
271,4,Business and Tourism Management,107,57,10,Available,2020-08-30
272,4,Business and Tourism Management,82,29,13,Available,2020-08-01
273,4,Business and Tourism Management,110,94,58,Available,2020-08-06
274,4,Business and Tourism Management,55,12,11,Available,2020-08-10
275,4,Business and Tourism Management,76,50,26,Available,2020-08-01
276,4,Business and Tourism Management,77,28,23,Available,2020-08-11
277,4,Business and Tourism Management,68,25,25,Unavailable,2020-08-24
278,4,Business and Tourism Management,54,78,28,Available,2020-08-16
279,4,Business and Tourism Management,105,94,28,Available,2020-08-23
280,4,Business and Tourism Management,112,99,55,Available,2020-08-06
281,4,Business and Tourism Management,92,92,49,Available,2020-08-10
282,4,International Business Management,62,11,10,Available,2020-08-29
283,4,International Business Management,51,36,11,Available,2020-08-09
284,4,International Business Management,104,56,12,Available,2020-08-06
285,4,International Business Management,84,42,21,Available,2020-08-04
286,4,International Business Management,53,64,24,Available,2020-08-06
287,4,International Business Management,88,72,11,Available,2020-08-04
288,4,International Business Management,55,28,23,Available,2020-08-07
289,4,International Business Management,51,60,25,Available,2020-08-01
290,4,International Business Management,65,85,11,Available,2020-08-21
291,4,International Business Management,64,97,66,Available,2020-08-06
292,4,International Business Management,104,99,15,Available,2020-08-23
293,4,International Business Management,96,61,44,Available,2020-08-14
294,4,International Business Management,72,53,24,Available,2020-08-03
295,4,International Business Management,59,27,27,Unavailable,2020-08-29
296,4,Computer Gaming Technology,90,62,50,Available,2020-08-09
297,4,International Business Management,51,77,72,Available,2020-08-05
298,4,International Business Management,51,69,64,Available,2020-08-29
299,4,International Business Management,59,60,23,Available,2020-08-01
300,4,International Business Management,107,77,64,Available,2020-08-05
301,4,International Business Management,82,72,26,Available,2020-08-09
302,4,International Business Management,75,11,11,Unavailable,2020-08-09
303,4,International Business Management,57,10,10,Unavailable,2020-08-27
304,4,International Business Management,76,18,18,Unavailable,2020-08-05
305,4,International Business Management,65,35,16,Available,2020-08-29
306,4,International Business Management,89,17,17,Unavailable,2020-08-17
307,4,International Business Management,107,67,65,Available,2020-08-07
308,4,International Business Management,98,58,51,Available,2020-08-19
309,4,International Business Management,100,73,60,Available,2020-08-03
310,4,International Business Management,58,61,42,Available,2020-08-30
311,4,Paramedic Science,111,72,69,Available,2020-08-18
312,4,Paramedic Science,53,37,35,Available,2020-08-28
313,4,Paramedic Science,106,93,88,Available,2020-08-09
314,4,Paramedic Science,88,83,72,Available,2020-08-11
315,4,Paramedic Science,62,59,50,Available,2020-08-04
316,4,Business Management,110,70,47,Available,2020-08-24
317,4,International Business Management (Accelerated),83,77,43,Available,2020-08-29
318,4,International Business Management (Accelerated),71,16,13,Available,2020-08-10
319,4,International Business Management (Accelerated),87,16,13,Available,2020-08-29
320,4,International Business Management (Accelerated),62,32,30,Available,2020-08-30
321,4,International Business Management (Accelerated),110,45,13,Available,2020-08-28
322,4,International Business Management (Accelerated),107,22,16,Available,2020-08-12
323,4,International Business Management (Accelerated),97,36,16,Available,2020-08-12
324,4,International Business Management (Accelerated),51,17,17,Unavailable,2020-08-04
325,4,International Business Management (Accelerated),53,83,80,Available,2020-08-10
326,4,International Business Management (Accelerated),110,86,68,Available,2020-08-19
327,4,International Business Management (Accelerated),111,54,41,Available,2020-08-18
328,4,International Business Management (Accelerated),60,98,78,Available,2020-08-24
329,4,International Business Management (Accelerated),110,31,19,Available,2020-08-29
330,4,International Business Management (Accelerated),88,57,46,Available,2020-08-09
331,4,Banking and Finance,59,38,17,Available,2020-08-13
332,4,Medical Science,77,14,10,Available,2020-08-11
333,4,Medical Science,74,83,39,Available,2020-08-14
334,4,Medical Science,66,29,21,Available,2020-08-01
335,4,Medical Science,66,78,51,Available,2020-08-21
336,4,Medical Science,52,94,84,Available,2020-08-23
337,4,Medical Science,74,18,12,Available,2020-08-17
338,4,Medical Science,68,14,14,Unavailable,2020-08-06
339,4,Medical Science,81,48,32,Available,2020-08-07
340,4,Pharmaceutical Science,56,45,24,Available,2020-08-24
341,4,Pharmaceutical Science,98,11,11,Unavailable,2020-08-13
342,4,Pharmaceutical Science,93,81,20,Available,2020-08-26
343,4,Pharmaceutical Science,61,99,65,Available,2020-08-13
344,4,Pharmaceutical Science,90,66,62,Available,2020-08-17
345,4,Pharmaceutical Science,63,85,22,Available,2020-08-25
346,4,Pharmaceutical Science,109,93,91,Available,2020-08-18
347,4,Pharmaceutical Science,96,93,10,Available,2020-08-30
348,4,Pharmaceutical Science,87,52,39,Available,2020-08-10
349,4,Pharmaceutical Science,51,22,18,Available,2020-08-03
350,4,Cyber Security,100,58,18,Available,2020-08-07
351,4,Cyber Security,82,70,47,Available,2020-08-20
352,4,Cyber Security,90,43,39,Available,2020-08-19
353,4,Cyber Security,77,69,52,Available,2020-08-09
354,4,Cyber Security,63,22,14,Available,2020-08-01
355,4,Cyber Security,79,42,28,Available,2020-08-27
356,4,Cyber Security,109,98,79,Available,2020-08-13
357,4,Cyber Security,51,47,34,Available,2020-08-11
358,4,Cyber Security,67,19,12,Available,2020-08-29
359,4,Cyber Security,94,38,29,Available,2020-08-12
360,4,Operating Department Practice,60,94,61,Available,2020-08-25
361,4,Operating Department Practice,53,12,10,Available,2020-08-12
362,4,Operating Department Practice,58,11,11,Unavailable,2020-08-14
363,4,Operating Department Practice,52,74,43,Available,2020-08-13
364,4,Operating Department Practice,88,54,53,Available,2020-08-29
365,4,Finance and Accounting,55,80,32,Available,2020-08-09
366,4,Business Management,64,21,12,Available,2020-08-20
367,4,Business Management,81,83,34,Available,2020-08-30
368,4,Business Management,72,59,16,Available,2020-08-01
369,4,Business Management,54,22,10,Available,2020-08-03
370,4,Business Management,102,34,13,Available,2020-08-15
371,4,Artificial Intelligence,96,76,71,Available,2020-08-17
372,4,Artificial Intelligence,81,37,17,Available,2020-08-06
373,4,Artificial Intelligence,92,73,55,Available,2020-08-13
374,4,Artificial Intelligence,60,22,13,Available,2020-08-17
375,4,Artificial Intelligence,81,29,15,Available,2020-08-05
376,4,Artificial Intelligence,85,52,31,Available,2020-08-21
377,4,Artificial Intelligence,82,18,10,Available,2020-08-07
378,4,Artificial Intelligence,59,65,38,Available,2020-08-30
379,4,Computer Games Art,82,98,15,Available,2020-08-16
380,4,Fashion Design,81,93,12,Available,2020-08-10
381,4,Fashion Design,85,39,15,Available,2020-08-25
382,4,Fine Art,77,74,10,Available,2020-08-13
383,4,Fine Art,73,68,45,Available,2020-08-10
384,4,Graphic Design,93,22,12,Available,2020-08-14
385,4,Graphic Design,88,33,29,Available,2020-08-11
386,4,Illustration,102,47,44,Available,2020-08-29
387,4,Illustration,103,57,52,Available,2020-08-18
388,4,Illustration and Animation,66,34,15,Available,2020-08-20
389,4,Illustration and Animation,57,22,17,Available,2020-08-04
390,4,Interior Design,78,73,19,Available,2020-08-21
391,4,Interior Design,51,58,29,Available,2020-08-04
392,4,Digital Media,82,54,17,Available,2020-08-30
393,4,Digital Media,59,35,30,Available,2020-08-13
394,4,Photography,80,65,38,Available,2020-08-10
395,4,Photography,73,60,39,Available,2020-08-27
396,4,Computer Science,65,63,38,Available,2020-08-04
397,4,Computer Science,80,22,22,Unavailable,2020-08-13
398,4,Computer Science,60,83,27,Available,2020-08-16
399,4,Computer Science,61,33,19,Available,2020-08-14
400,4,Computer Science,105,26,10,Available,2020-08-13
401,4,Artificial Intelligence,84,80,13,Available,2020-08-02
402,4,Artificial Intelligence,72,98,50,Available,2020-08-06
403,4,Artificial Intelligence,76,37,26,Available,2020-08-16
404,4,Artificial Intelligence,48,50,46,Available,2020-08-25
405,4,Banking and Finance,98,33,32,Available,2020-08-22
406,4,Bioscience,99,80,40,Available,2020-08-25
407,4,Bioscience,101,19,14,Available,2020-08-28
408,4,Bioscience,65,63,63,Unavailable,2020-08-01
409,4,Bioscience,71,77,66,Available,2020-08-23
410,4,Business Management,86,51,26,Available,2020-08-20
411,4,Business Management,93,86,67,Available,2020-08-24
412,4,Business Management,74,34,16,Available,2020-08-14
413,4,Business Management,99,64,10,Available,2020-08-12
414,4,Business Management,109,15,14,Available,2020-08-25
415,4,Business Management (Accelerated),77,100,93,Available,2020-08-23
416,4,Business Management (Accelerated),68,93,71,Available,2020-08-02
417,4,Business Management (Accelerated),56,16,10,Available,2020-08-04
418,4,Business Management (Accelerated),109,37,33,Available,2020-08-12
419,4,Business Management (Accelerated),81,19,17,Available,2020-08-02
420,4,Business with Economics,72,71,67,Available,2020-08-10
421,4,Business with Economics,88,72,29,Available,2020-08-26
422,4,Business with Economics,111,64,43,Available,2020-08-04
423,4,Business with Economics,94,42,10,Available,2020-08-16
424,4,Business with Economics,110,86,10,Available,2020-08-04
425,4,Business with Economics,53,86,69,Available,2020-08-14
426,4,Business with Economics,98,97,39,Available,2020-08-18
427,4,Business with Economics,104,71,40,Available,2020-08-29
428,4,Business with Economics,110,16,16,Unavailable,2020-08-04
429,4,Business with Economics,53,78,20,Available,2020-08-15
430,4,Business with Economics,63,27,18,Available,2020-08-11
431,4,Business with Economics,59,30,26,Available,2020-08-16
432,4,Business with Economics,70,41,32,Available,2020-08-25
433,4,Business with Economics,88,32,30,Available,2020-08-11
434,4,Business with Economics,76,17,12,Available,2020-08-18
435,4,Business with Economics,85,57,27,Available,2020-08-21
436,4,Business with Economics,61,59,25,Available,2020-08-11
437,4,Business with Economics,57,81,67,Available,2020-08-30
438,4,Business with Economics,77,63,49,Available,2020-08-20
439,4,Business with Economics,69,35,11,Available,2020-08-27
440,4,Business with Economics,104,90,19,Available,2020-08-20
441,4,Business with Economics,109,30,25,Available,2020-08-08
442,4,Business with Economics,68,28,10,Available,2020-08-20
443,4,Business with Economics,85,70,56,Available,2020-08-16
444,4,Business with Economics,110,100,10,Available,2020-08-19
445,4,Business with Economics,87,96,56,Available,2020-08-22
446,4,Business with Economics,68,20,13,Available,2020-08-25
447,4,Business with Economics,94,61,61,Unavailable,2020-08-19
448,4,Business with Economics,98,94,12,Available,2020-08-27
449,4,Business with Economics,61,40,20,Available,2020-08-11
450,4,Business with Economics,72,84,61,Available,2020-08-23
451,4,Business with Economics,67,42,32,Available,2020-08-07
452,4,Business with Economics,81,11,11,Unavailable,2020-08-22
453,4,Business with Economics,92,51,25,Available,2020-08-22
454,4,Business with Economics,55,76,29,Available,2020-08-19
455,4,Business with Economics,52,16,12,Available,2020-08-30
456,4,Business with Economics,71,48,18,Available,2020-08-23
457,4,Business with Economics,109,36,27,Available,2020-08-09
458,4,Business with Economics,111,92,34,Available,2020-08-02
459,4,Business with Economics,73,45,43,Available,2020-08-05
460,4,Business with Economics,51,97,33,Available,2020-08-11
461,4,Business with Economics,62,13,10,Available,2020-08-24
462,4,Business with Entrepreneurship (Accelerated),80,64,12,Available,2020-08-18
463,4,Business with Entrepreneurship (Accelerated),62,27,12,Available,2020-08-06
464,4,Business with Entrepreneurship (Accelerated),87,100,43,Available,2020-08-13
465,4,Business with Entrepreneurship (Accelerated),96,27,21,Available,2020-08-26
466,4,Business with Entrepreneurship (Accelerated),48,30,13,Available,2020-08-25
467,4,Business with Entrepreneurship (Accelerated),68,57,57,Unavailable,2020-08-11
468,4,Business with Entrepreneurship (Accelerated),104,17,12,Available,2020-08-03
469,4,Business with Entrepreneurship (Accelerated),106,75,49,Available,2020-08-04
470,4,Business with Entrepreneurship (Accelerated),72,76,69,Available,2020-08-23
471,4,Business with Entrepreneurship (Accelerated),61,23,15,Available,2020-08-07
472,4,Business with Entrepreneurship (Accelerated),88,70,52,Available,2020-08-22
473,4,Business with Entrepreneurship (Accelerated),74,58,36,Available,2020-08-07
474,4,Business with Entrepreneurship (Accelerated),104,86,53,Available,2020-08-12
475,4,Business with Entrepreneurship (Accelerated),93,21,13,Available,2020-08-05
476,4,Business with Entrepreneurship,111,99,32,Available,2020-08-28
477,4,Business with Entrepreneurship,76,45,41,Available,2020-08-01
478,4,Business with Entrepreneurship,101,24,17,Available,2020-08-22
479,4,Business with Entrepreneurship,83,64,38,Available,2020-08-30
480,4,Business with Entrepreneurship,92,48,25,Available,2020-08-29
481,4,Business with Entrepreneurship,111,41,21,Available,2020-08-11
482,4,Business with Entrepreneurship,102,79,55,Available,2020-08-28
483,4,Business with Entrepreneurship,70,65,62,Available,2020-08-27
484,4,Business with Entrepreneurship,101,58,38,Available,2020-08-29
485,4,Business with Entrepreneurship,97,52,42,Available,2020-08-27
486,4,Business with Entrepreneurship,75,72,33,Available,2020-08-24
487,4,Business with Entrepreneurship,99,97,60,Available,2020-08-20
488,4,Business with Entrepreneurship,66,30,10,Available,2020-08-29
489,4,Business with Entrepreneurship,83,23,15,Available,2020-08-05
